ID,stem_id,kms_Alphabet,kms_page,kms_entry_no,stem_form,stem_form_comm_untokenised,stem_homonymID,stem_DE,stem_EN,stem_IDN,stem_formVarian,stem_formVarian_untokenised,stem_formVarian_tokenised,stem_variant_DE,stem_variant_EN,stem_variant_IDN,stem_dialectVariant,stem_etymological_form,stem_etym_form_German,stem_etymological_language_donor,stem_source_form,stem_source_form_homonymID,stem_remark_DE,stem_remark_EN,stem_remark_IDN,stem_crossref_DE,stem_crossref_EN,stem_crossref_IDN,stem_form_comm_tokenised,example_id,example_form,example_form_comm_untokenised,example_form_comm_tokenised,ex_DE,ex_EN,ex_IDN,example_variant,ex_variant_comm_untokenised,ex_variant_comm_tokenised,ex_variant_DE,ex_variant_EN,ex_variant_IDN,example_dialect_variant,example_etymological_form,example_etymological_language_donor,example_loanword_form,example_loanword_language_donor,example_source_form,example_source_form_homonymID,ex_remark_DE,ex_remark_EN,ex_remark_IDN,ex_crossref_DE,ex_crossref_EN,ex_crossref_IDN,ex_concept,ex_variant_concept,ex_remark_concept,ex_crossref_concept,stem_loan_form,stem_loan_lang
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_2,ababáudu,ababáudu,a b a b á u d u,geh voran!,go ahead! (sg),silakan! (bentuk tunggal),NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,G1,G1,G1,NA,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_3,aˀiaudu uae,a'iaudu uae,a ' i a u d u # u a e,setze deine Füße vorǃ,put your feet forward! (sg),letakkan kaki Anda ke depan! (bentuk tunggal),ˀobaˀiaudu uae,'oba'iaudu uae,' o b a ' i a u d u # u a e,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_4,kaudui,kaudui,k a u d u i,jmd vorangehen,go ahead of someone,mendahului seseorang,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_5,kaudúaˀa,kaudúa'a,k a u d ú a ' a,"jmd vorangehen , jmd fürhen ; etwas zuerst in Angriff nehmen","to go before someone , to guide someone ; to tackle something first","mendahului seseorang, membimbing seseorang; menangani sesuatu terlebih dahulu",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; polysemy?,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_6,hoo baudúaˀa,hoo baudúa'a,h o o # b a u d ú a ' a,"bereits vorangegangen , zuerst in Angriff genommen haben","have already gone ahead , tackled first","sudah berjalan lebih dulu , menangani terlebih dahulu",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; polysemy?,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_7,kidaudúaˀa,kidaudúa'a,k i d a u d ú a ' a,jmd wird vorangegangen,someone is preceded,seseorang didahului,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; polysemy?,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_8,edauduaˀa,edaudua'a,e d a u d u a ' a,"der , dem vorangegangen wird",the one that is preceded,dia/orang yang didahului,edabauduaˀa,edabaudua'a,e d a b a u d u a ' a,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_9,eudu ukaˀudara,eudu uka'udara,e u d u # u k a ' u d a r a,Dorfoberhaupt,Head of the village,Kepala desa,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; polysemy?,NA,NA,NA,NA,NA
3177,10_1689437536,u,282,1,eˀudu,e'udu,1,NA,NA,NA,eudu,eudu,e u d u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e ' u d u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3178,10_1689437585,u,282,2,eˀudu,e'udu,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e ' u d u,10_1689437585_0,eˀudu uˀito,e'udu u'ito,e ' u d u # u ' i t o,Fischart,Fish species,Spesies ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3179,10_1689438210,u,282,3,ˀudu,'udu,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d u,10_1689438210_0,kaˀudúhui,ka'udúhui,k a ' u d ú h u i,"ritzen , markieren , behauen","scratch , mark , carve","menggaruk , menandai , mengukir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3179,10_1689438210,u,282,3,ˀudu,'udu,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d u,10_1689438210_1,hoo baˀudúhui,hoo ba'udúhui,h o o # b a ' u d ú h u i,ritzte bereits,Already scratched,sudah menggores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3179,10_1689438210,u,282,3,ˀudu,'udu,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d u,10_1689438210_2,eahaˀudúhui,eaha'udúhui,e a h a ' u d ú h u i,das Schnitzen,the carving (process),ukiran (proses),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3180,10_1689438417,u,282,4,eudua,eudua,NA,Oberlauf (eines Flusses),headwaters (of a river),hulu (dari sebuah sungai),eurua,eurua,e u r u a,NA,NA,NA,NA,NA,NA,NA,eudu,NA,NA,NA,NA,NA,NA,NA,e u d u a,10_1689438417_0,iudua,iudua,i u d u a,am Oberlauf,at the upper reaches,di bagian atas,iurua,iurua,i u r u a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3181,10_1689438582,u,282,5,eudúadi,eudúadi,NA,Strauchart,type of shrub,jenis semak,enãnĩ,enãnĩ,e n ã n ĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e u d ú a d i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3182,10_1689438741,u,282,6,eˀudubaka,e'udubaka,NA,Augenlid,eyelid,kelopak mata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eˀudi ubaka,NA,NA,NA,NA,NA,NA,NA,e ' u d u b a k a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3183,10_1689438832,u,282,7,ˀudúhui,'udúhui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ˀudu³,NA,NA,NA,NA,NA,NA,NA,' u d ú h u i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3184,10_1689438901,u,282,8,udui,udui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u d u i,10_1689438901_0,kaudui:,kaudui:,k a u d u i :,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eudu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3185,9_1687442803,u,283,1,ˀue,'ue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,waSiR 'Wasser?',NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,' u e,9_1687442803_0,eˀúe,e'úe,e ' ú e,Meer,Sea,Laut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,geographical location ; CHECK THIS,NA,NA,NA,NA,NA
3185,9_1687442803,u,283,1,ˀue,'ue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,waSiR 'Wasser?',NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,' u e,9_1687442803_1,kaˀa:ueˀue,ka'a:ue'ue,k a ' a:u e ' u e,salzig,salty,asin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taste ; salt,NA,NA,NA,NA,NA
3186,9_1687442880,u,283,2,uee,uee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u e e,9_1687442880_0,kiuee,kiuee,k i u e e,schreien,to scream,berteriak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shout,NA,NA,NA,NA,NA
3186,9_1687442880,u,283,2,uee,uee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u e e,9_1687442880_1,kiueea,kiueea,k i u e e a,wird schreien,will scream,akan berteriak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shout,NA,NA,NA,NA,NA
3186,9_1687442880,u,283,2,uee,uee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u e e,9_1687442880_2,euee,euee,e u e e,"das Schreien , Geschrei","the screaming , shouting","teriakan , teriakan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shout,NA,NA,NA,NA,NA
3187,9_1687443135,u,283,3,ˀúehe,'úehe,NA,NA,NA,NA,ˀúoho,'úoho,' ú o h o,NA,NA,NA,(P2) = ˀúoho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' ú e h e,9_1687443135_0,kiˀúehe,ki'úehe,k i ' ú e h e,schlafen,to sleep,tidur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sleep,NA,NA,NA,NA,NA
3187,9_1687443135,u,283,3,ˀúehe,'úehe,NA,NA,NA,NA,ˀúoho,'úoho,' ú o h o,NA,NA,NA,(P2) = ˀúoho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' ú e h e,9_1687443135_1,kipaˀúehe,kipa'úehe,k i p a ' ú e h e,"etwas hinlegen , niederlegen","to lay something down , to lie down","meletakkan sesuatu , berbaring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lie down,NA,NA,NA,NA,NA
3187,9_1687443135,u,283,3,ˀúehe,'úehe,NA,NA,NA,NA,ˀúoho,'úoho,' ú o h o,NA,NA,NA,(P2) = ˀúoho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' ú e h e,9_1687443135_2,eˀuehea,e'uehea,e ' u e h e a,"Schlafstelle , Bett ; aus Blättern geflochtene Matte","sleeping place , bed ; mat woven from leaves","tempat tidur , ranjang ; tikar yang ditenun dari daun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sleep ; cultural item ; CHECK THIS,NA,NA,NA,NA,NA
3188,9_1687443200,u,283,4,eˀṹẽnõ,e'ṹẽnõ,NA,Baumart,Tree species,Spesies pohon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e ' ṹ ẽ n õ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3189,9_1687443657,u,283,5,uhẽĩ,uhẽĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u h ẽ ĩ,9_1687443657_0,uhẽĩñãˀã,uhẽĩñã'ã,u h ẽ ĩ ñ ã ' ã,beschmiereǃ,smearǃ (sg),oleskan! (bentuk tunggal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vgl hẽẽ , kuhẽẽ","cf. hẽẽ , kuhẽẽ","lih. hẽẽ , kuhẽẽ","spread, smear",NA,NA,NA,NA,NA
3189,9_1687443657,u,283,5,uhẽĩ,uhẽĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u h ẽ ĩ,9_1687443657_1,nãmũhẽĩñãˀã,nãmũhẽĩñã'ã,n ã m ũ h ẽ ĩ ñ ã ' ã,sie schmieren es,they smear it,mereka mengolesinya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111z2,111z2,111z2,"spread, smear",NA,NA,NA,NA,NA
3189,9_1687443657,u,283,5,uhẽĩ,uhẽĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u h ẽ ĩ,9_1687443657_2,kikuhẽẽ,kikuhẽẽ,k i k u h ẽ ẽ,sie beschmieren,they smear,mereka mengolesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111z3,111z3,111z3,"spread, smear",NA,NA,NA,NA,NA
3190,9_1687443776,u,283,6,uhói,uhói,NA,kinderreiche Frau,woman with many children,wanita dengan banyak anak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arch,archaic,bentuk arkais,G22,NA,NA,u h ó i,9_1687443776_0,ekaˀuhoi,eka'uhoi,e k a ' u h o i,"Sippenvortsteherin , alte Frau","clan leader , old woman","pemimpin klan , wanita tua",ekaˀahuoi,eka'ahuoi,e k a ' a h u o i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kinship ; cultural status ; CHECK THIS,NA,NA,NA,NA,NA
3191,9_1687443838,u,283,7,euhu,euhu,NA,"Hausschmutz, Schmutz im Haus","House dirt , dirt in the house","Kotoran rumah, kotoran di dalam rumah",ehuhu,ehuhu,e h u h u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e u h u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3192,9_1687443887,u,283,8,eṹhũã,eṹhũã,NA,Baumart,Tree species,Spesies pohon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e ṹ h ũ ã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3193,9_1687444050,u,283,9,ˀũĩ,'ũĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' ũ ĩ,9_1687444050_0,kaˀã:ũĩ,ka'ã:ũĩ,k a ' ã:ũ ĩ,schwarz,black,hitam,kaˀũˀũĩ,ka'ũ'ũĩ,k a ' ũ ' ũ ĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,black,NA,NA,NA,NA,NA
3193,9_1687444050,u,283,9,ˀũĩ,'ũĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' ũ ĩ,9_1687444050_1,eaˀã:ũĩ,ea'ã:ũĩ,e a ' ã:ũ ĩ,das Schwarzsein,the being black,yang hitam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,black,NA,NA,NA,NA,NA
3194,9_1687444092,u,283,10,eˀuiˀui,e'ui'ui,NA,Ratte,rat,tikus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e ' u i ' u i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3195,9_1687444156,u,283,11,uka,uka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,> kiúka ; hadixadiuka,NA,NA,NA,NA,NA,NA,NA,u k a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3196,9_1687444359,u,283,12,ˀũka,'ũka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arch,archaic,bentuk arkais,"G1,29",NA,NA,' ũ k a,9_1687444359_0,kiˀũˀṹka,ki'ũ'ṹka,k i ' ũ ' ṹ k a,"(Reisig , vertrocknete Blätter) brüchig , trocken","(brushwood , dried leaves) brittle , dry","(semak belukar , daun kering) rapuh , kering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brittle ; dry ; cultural item (?),NA,NA,NA,NA,NA
3196,9_1687444359,u,283,12,ˀũka,'ũka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arch,archaic,bentuk arkais,"G1,29",NA,NA,' ũ k a,9_1687444359_1,panãˀã:ũka,panã'ã:ũka,p a n ã ' ã:ũ k a,voll von Reisig,full of brushwood,penuh dengan semak belukar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cultural item (?) ; CHECK THIS,NA,NA,NA,NA,NA
3197,9_1687444434,u,283,13,ukaha,ukaha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u k a h a,9_1687444434_0,ekaukahaha,ekaukahaha,e k a u k a h a h a,Empfänger(in),recipient,penerima,ekúaha,ekúaha,e k ú a h a,NA,NA,NA,NA,NA,NA,NA,NA,kua²,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3198,9_1687444490,u,283,14,eukahã́ũ,eukahã́ũ,NA,Nacken,neck,leher,ehukahãõ,ehukahãõ,e h u k a h ã õ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e u k a h ã ́ ũ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3199,9_1687444793,u,283,15,ˀũkẽ,'ũkẽ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G23,55",NA,NA,' ũ k ẽ,9_1687444793_0,kiˀũkẽ́ˀẽĩ,ki'ũkẽ́'ẽĩ,k i ' ũ k ẽ ́ ' ẽ ĩ,knabbern,nibble,menggigit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manner of eating ; eat,NA,NA,NA,NA,NA
3199,9_1687444793,u,283,15,ˀũkẽ,'ũkẽ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G23,55",NA,NA,' ũ k ẽ,9_1687444793_1,mãnũkẽ́ˀẽĩ,mãnũkẽ́'ẽĩ,m ã n ũ k ẽ ́ ' ẽ ĩ,ein Knabbernder sein,be a nibbler,jadilah penggigit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manner of eating ; eat,NA,NA,NA,NA,NA
3199,9_1687444793,u,283,15,ˀũkẽ,'ũkẽ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G23,55",NA,NA,' ũ k ẽ,9_1687444793_2,ˀua kahaya mahũˀũkẽ́ˀẽĩ,'ua kahaya mahũ'ũkẽ́'ẽĩ,' u a # k a h a y a # m a h ũ ' ũ k ẽ ́ ' ẽ ĩ,ich schicke mich zu knabbern an,I set about nibbling,Aku mulai menggigit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manner of eating ; eat,NA,NA,NA,NA,NA
3199,9_1687444793,u,283,15,ˀũkẽ,'ũkẽ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G23,55",NA,NA,' ũ k ẽ,9_1687444793_3,ehaˀũkẽ́ˀẽĩ,eha'ũkẽ́'ẽĩ,e h a ' ũ k ẽ ́ ' ẽ ĩ,das Knabbern,the nibbling,menggigit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manner of eating ; eat,NA,NA,NA,NA,NA
3200,9_1687444925,u,284,1,ˀũkẽ,'ũkẽ,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' ũ k ẽ,9_1687444925_0,ˀũkẽˀẽ:ĩ,'ũkẽ'ẽ:ĩ,' ũ k ẽ ' ẽ:ĩ,tu etwas hineinǃ,put something in! (sg),masukkan sesuatu! (bentuk tunggal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ˀeˀei?,NA,NA,NA,NA,NA,NA,NA,put,NA,NA,NA,NA,NA
3201,9_1687445141,u,284,2,ukə,uku̇,NA,NA,NA,NA,uko,uko,u k o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u k u̇,9_1687445141_0,kukəa,kuku̇a,k u k u̇ a,man wird bestrafen,one will punish,seseorang akan menghukum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130z19,130z19,130z19,punish,NA,NA,NA,NA,NA
3201,9_1687445141,u,284,2,ukə,uku̇,NA,NA,NA,NA,uko,uko,u k o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u k u̇,9_1687445141_1,ˀua kahukəa,'ua kahuku̇a,' u a # k a h u k u̇ a,ich werde eine Strafe zahlen,I will pay a fine,Saya akan membayar denda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128z8,128z8,128z8,punish ; cultural activity (?) ; CHECK THIS,NA,NA,NA,NA,NA
3201,9_1687445141,u,284,2,ukə,uku̇,NA,NA,NA,NA,uko,uko,u k o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u k u̇,9_1687445141_2,kabaha:ukəha,kabaha:uku̇ha,k a b a h a:u k u̇ h a,mit einer Strafe belegen,impose a penalty,menjatuhkan hukuman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127z34,127z34,127z34,punish ; cultural activity (?) ; CHECK THIS,NA,NA,NA,NA,NA
3202,9_1687445251,u,284,3,uki,uki,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s pauki,see pauki,lihat pauki,u k i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3203,9_1687445340,u,284,4,uki,uki,2,"ziehe heraus, ziehe fortǃ","pull out , pull away","tarik keluar, menarik diri",oki,oki,o k i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u k i,9_1687445340_0,kabuki,kabuki,k a b u k i,er zieht etwas heraus,he pulls something out,dia menarik sesuatu keluar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pull,NA,NA,NA,NA,NA
